"

Сотовый телефон Xiaomi Redmi 9C 4/128GB серый

        Android 10, поддержка двух SIM-карт, экран 6.53"", разрешение 1600x720, 3 камеры: 13 МП, макро, датчик глубины, процессор MediaTek Helio G35, память 128 ГБ, слот для карты памяти, 3G, 4G LTE,...",11080 сом,https://www.kivano.kg/images/product/95755/1627654600_03946800.jpg
"

Сотовый телефон Xiaomi Redmi Note 11 6/128GB голубой

        Операционная система Android 11; экран 6.4"" AMOLED 2400х1080 ~90 Гц; процессор Snapdragon 680 x8 core; память 6/128 GB; основная камера 50 mpx (F/1.8); фронтальная камера 13 mpx (F/2.4); аккумулятор 5000...",15960 сом,https://www.kivano.kg/images/product/103435/1645002057_84343700.jpg
"

Сотовый телефон Xiaomi 12 8/256GB голубой

        Операционная система Android 12; экран 6.2"" AMOLED 2400х1080 ~120 Гц; процессор Snapdragon 8 x8 core; память 8/256 GB; основная камера 50 mpx (F/1.9); фронтальная камера 32 mpx (F/2.5); аккумулятор 4500...",52350 сом,https://www.kivano.kg/images/product/105227/1649418971_59438400.jpg
"

Сотовый телефон Apple iPhone 13 256GB зеленый

        Операционная система Apple iOS 15; экран 6.1"" OLED 2532x1170 ~60 Гц; процессор Apple A15 Bionic x6 core; память 4/256 GB; основная камера 12 mpx (F/1.6); фронтальная камера 12 mpx (F/2.2);...",76830 сом,https://www.kivano.kg/images/product/105483/1650357352_25448500.png
"

Сотовый телефон Xiaomi Mi 11 Lite 8/128GB розовый

        экран: 6.55"" (2400x1080) 90 Гц, оперативная память: 8 ГБ, память: 128 ГБ, слот для карты памяти, 3 камеры: 64 МП, 8 МП, 5 МП, аккумулятор: 4250 мА·ч, процессор: Qualcomm Snapdragon...",23320 сом,https://www.kivano.kg/images/product/90892/1617994886_34354200.jpg
"

Сотовый телефон Xiaomi Redmi 10 4/128GB серый

        смартфон на платформе Android 11, поддержка двух SIM-карт, экран 6.5"", разрешение 2400x1080, четыре камеры 50 МП/8 МП/2 МП/2 МП, автофокус, память 128 ГБ, слот для карты памяти, 3G, 4G LTE,...",13490 сом,https://www.kivano.kg/images/product/97292/1630854310_48805900.jpg
"

Сотовый телефон Xiaomi 12 12/256GB голубой

        Операционная система Android 12; экран 6.2"" AMOLED 2400х1080 ~120 Гц; процессор Snapdragon 8 x8 core; память 12/256 GB; основная камера 50 mpx (F/1.9); фронтальная камера 32 mpx (F/2.5); аккумулятор 4500...",54500 сом,https://www.kivano.kg/images/product/105228/1649419104_93416600.jpg
"

Сотовый телефон Samsung Galaxy A13 4G 4/128GB белый

        Операционная система Android 12; экран 6.6"" PLS 2408х1080 ~60 Гц; процессор Samsung Exynos 850 x8 core; память 4/128 GB; основная камера 50 mpx (F/1.8); фронтальная камера 8 mpx (F/2.2); аккумулятор...",14720 сом,https://www.kivano.kg/images/product/105484/1650357974_27932300.jpg
"

Сотовый телефон Apple iPhone 12 128GB черный

        iOS 14, поддержка SIM-карт (nano SIM+eSIM), экран 6.1"", разрешение 2532x1170, двойная камера: сверхширокоугольная (12 МП), широкоугольная, процессор Apple A14 Bionic, память 128 ГБ, без слота для карт памяти, 3G, 4G...",61280 сом,https://www.kivano.kg/images/product/85005/1643526274_78712300.png
"

Сотовый телефон Samsung Galaxy Note 20 Ultra 5G 12/256GB черный

        смартфон на платформе Android, поддержка двух SIM-карт, экран 6.9"", разрешение 3088x1440, 4 камеры: широкоугольная (108 МП), сверхширокоугольная, телефото, процессор Qualcomm Snapdragon 865, память 256 ГБ, слот для карты памяти, 3G,...",69630 сом,https://www.kivano.kg/images/product/95757/1627808275_13416200.jpg
